"","X","WEIGHT","pid","orientation","CaseId","Trump","Biden","Exxon","Patagonia","Power","Sierra","Colgate","MSC","experiment","estimate","Estimate","political","candidate","organization","company","pol","sourceOrient"
"15578",15578,1.28603568,NA,"Pro-development",1578,1,0,0,1,1,1,0,1,"POLADSMSC2S4",NA,NA,NA,NA,NA,NA,NA,NA
"15579",15579,1.53998528,NA,"Pro-development",1580,0,0,1,1,1,0,0,1,"POLADSMSC2S4",NA,NA,NA,NA,NA,NA,NA,NA
"15580",15580,0.43960359,"Republican","Pro-development",1583,1,1,1,1,0,0,0,1,"POLADSMSC2S4",NA,NA,NA,NA,NA,NA,NA,NA
"15581",15581,0.48824863,NA,"Pro-environment",1584,0,1,1,0,1,1,1,1,"POLADSMSC2S4",NA,NA,NA,NA,NA,NA,NA,NA
"15582",15582,3.19911569,NA,"Pro-development",1587,NA,0,1,1,1,0,0,1,"POLADSMSC2S4",NA,NA,NA,NA,NA,NA,NA,NA
"15583",15583,0.92946328,"Republican","Pro-development",1597,0,0,1,1,0,1,1,0,"POLADSMSC2S4",1,0,NA,NA,NA,NA,NA,NA
"15584",15584,0.73229195,"Republican","Pro-development",1600,0,1,0,1,0,0,1,1,"POLADSMSC2S4",NA,NA,NA,NA,NA,NA,NA,NA
"15585",15585,3.01586526,"Republican","Pro-environment",1615,NA,0,1,1,1,0,0,1,"POLADSMSC2S4",NA,NA,NA,NA,NA,NA,NA,NA
"15586",15586,0.57724029,"Republican","Pro-environment",1617,1,0,0,0,0,1,1,0,"POLADSMSC2S4",1,0,NA,NA,NA,NA,NA,NA
"15587",15587,0.44116626,NA,"Pro-environment",1621,0,0,0,0,0,1,1,0,"POLADSMSC2S4",3,0,NA,NA,NA,NA,NA,NA
"15588",15588,1.36256737,"Republican","Pro-development",1623,1,1,1,0,0,0,0,0,"POLADSMSC2S4",1,0,NA,NA,NA,NA,NA,NA
"15589",15589,0.16550773,NA,"Pro-development",1624,0,1,0,0,1,0,1,0,"POLADSMSC2S4",2,0,NA,NA,NA,NA,NA,NA
"15590",15590,0.55718158,NA,"Pro-environment",1630,1,0,0,0,1,1,0,0,"POLADSMSC2S4",1,0,NA,NA,NA,NA,NA,NA
"15591",15591,0.73708154,"Republican","Pro-development",1632,NA,1,1,1,0,0,1,0,"POLADSMSC2S4",1,0,NA,NA,NA,NA,NA,NA
"15592",15592,1.69199084,NA,NA,1637,0,1,1,1,0,0,0,0,"POLADSMSC2S4",1,0,NA,NA,NA,NA,NA,NA
"15593",15593,0.160279,NA,"Pro-environment",1642,1,0,1,0,0,0,0,0,"POLADSMSC2S4",1,0,NA,NA,NA,NA,NA,NA
"15594",15594,0.57236902,"Democrat","Pro-environment",1643,1,0,0,0,1,1,1,1,"POLADSMSC2S4",NA,NA,NA,NA,NA,NA,NA,NA
"15595",15595,0.23592649,NA,"Pro-environment",1648,1,0,1,1,0,1,1,1,"POLADSMSC2S4",NA,NA,NA,NA,NA,NA,NA,NA
"15596",15596,0.56454936,NA,"Pro-environment",1650,1,1,0,1,0,0,0,1,"POLADSMSC2S4",NA,NA,NA,NA,NA,NA,NA,NA
"15597",15597,1.88041828,"Republican","Pro-development",1653,0,0,1,0,1,1,0,1,"POLADSMSC2S4",NA,NA,NA,NA,NA,NA,NA,NA
"15598",15598,0.21692838,NA,"Pro-environment",1658,1,0,0,0,1,0,0,1,"POLADSMSC2S4",NA,NA,NA,NA,NA,NA,NA,NA
"15599",15599,0.76966308,NA,"Pro-environment",1659,0,1,0,0,0,0,0,1,"POLADSMSC2S4",NA,NA,NA,NA,NA,NA,NA,NA
"15600",15600,2.00504125,"Republican","Pro-development",1663,0,1,1,1,0,1,1,0,"POLADSMSC2S4",4,1,NA,NA,NA,NA,NA,NA
"15601",15601,3.14995853,"Democrat","Pro-environment",1664,1,1,1,0,1,1,1,0,"POLADSMSC2S4",2,0,NA,NA,NA,NA,NA,NA
"15602",15602,0.67629268,NA,"Pro-environment",1666,0,1,0,0,1,1,0,0,"POLADSMSC2S4",1,0,NA,NA,NA,NA,NA,NA
"15603",15603,0.0720542,NA,"Pro-environment",1668,0,0,1,1,0,0,0,1,"POLADSMSC2S4",NA,NA,NA,NA,NA,NA,NA,NA
"15604",15604,0.84969037,"Republican","Pro-development",1672,1,0,0,1,1,0,0,1,"POLADSMSC2S4",NA,NA,NA,NA,NA,NA,NA,NA
"15605",15605,0.17390158,"Republican","Pro-environment",1673,0,0,0,0,0,1,0,1,"POLADSMSC2S4",NA,NA,NA,NA,NA,NA,NA,NA
"15606",15606,1.20376261,"Republican","Pro-environment",1676,0,1,0,1,1,1,1,0,"POLADSMSC2S4",1,0,NA,NA,NA,NA,NA,NA
"15607",15607,1.89053537,NA,"Pro-environment",1677,0,0,1,1,1,0,0,0,"POLADSMSC2S4",1,0,NA,NA,NA,NA,NA,NA
"15608",15608,0.77030868,"Democrat","Pro-environment",1680,0,1,1,0,1,0,0,0,"POLADSMSC2S4",1,0,NA,NA,NA,NA,NA,NA
"15609",15609,0.42430626,"Democrat","Pro-environment",1682,0,0,0,0,0,0,1,0,"POLADSMSC2S4",1,0,NA,NA,NA,NA,NA,NA
"15610",15610,0.3446922,"Democrat","Pro-environment",1689,0,1,0,1,0,0,0,1,"POLADSMSC2S4",NA,NA,NA,NA,NA,NA,NA,NA
"15611",15611,1.20007437,"Democrat","Pro-environment",1690,0,1,1,0,0,1,0,1,"POLADSMSC2S4",NA,NA,NA,NA,NA,NA,NA,NA
"15612",15612,0.14172382,NA,"Pro-environment",1691,NA,0,1,1,1,0,0,1,"POLADSMSC2S4",NA,NA,NA,NA,NA,NA,NA,NA
"15613",15613,0.53150499,"Democrat","Pro-development",1694,0,1,1,1,1,0,0,0,"POLADSMSC2S4",3,0,NA,NA,NA,NA,NA,NA
"15614",15614,1.73395779,NA,"Pro-development",1699,0,1,1,0,0,0,0,1,"POLADSMSC2S4",NA,NA,NA,NA,NA,NA,NA,NA
"15615",15615,0.53260977,"Republican","Pro-development",1710,1,0,1,1,1,0,0,0,"POLADSMSC2S4",1,0,NA,NA,NA,NA,NA,NA
"15616",15616,0.84402125,"Republican","Pro-development",1712,0,1,1,1,0,0,1,0,"POLADSMSC2S4",3,0,NA,NA,NA,NA,NA,NA
"15617",15617,1.60451004,"Democrat","Pro-environment",1715,0,0,0,0,0,1,0,1,"POLADSMSC2S4",NA,NA,NA,NA,NA,NA,NA,NA
"15618",15618,0.92943523,NA,NA,1719,1,1,0,1,0,1,0,0,"POLADSMSC2S4",3,0,NA,NA,NA,NA,NA,NA
"15619",15619,0.17118971,"Republican","Pro-environment",1723,0,1,1,1,0,1,1,0,"POLADSMSC2S4",1,0,NA,NA,NA,NA,NA,NA
"15620",15620,0.8286555,"Republican","Pro-development",1732,1,1,1,1,0,1,0,0,"POLADSMSC2S4",1,0,NA,NA,NA,NA,NA,NA
"15621",15621,0.36804277,"Republican","Pro-environment",1734,0,1,0,1,1,1,1,0,"POLADSMSC2S4",1,0,NA,NA,NA,NA,NA,NA
"15622",15622,2.23422075,NA,"Pro-development",1738,0,0,0,0,0,0,0,0,"POLADSMSC2S4",3,0,NA,NA,NA,NA,NA,NA
"15623",15623,1.01805663,NA,"Pro-development",1740,0,1,0,0,1,1,1,1,"POLADSMSC2S4",NA,NA,NA,NA,NA,NA,NA,NA
"15624",15624,1.31133971,"Republican","Pro-development",1747,0,1,0,1,0,1,1,0,"POLADSMSC2S4",2,0,NA,NA,NA,NA,NA,NA
"15625",15625,2.03437714,NA,"Pro-environment",1751,1,1,1,0,1,1,1,0,"POLADSMSC2S4",1,0,NA,NA,NA,NA,NA,NA
"15626",15626,0.57677964,NA,"Pro-development",1754,1,0,0,1,0,0,0,0,"POLADSMSC2S4",1,0,NA,NA,NA,NA,NA,NA
"15627",15627,1.04430695,NA,"Pro-development",1756,1,1,0,0,1,0,1,1,"POLADSMSC2S4",NA,NA,NA,NA,NA,NA,NA,NA
"15628",15628,0.47239133,"Democrat","Pro-environment",1758,1,1,1,0,0,1,1,0,"POLADSMSC2S4",1,0,NA,NA,NA,NA,NA,NA
"15629",15629,0.07650705,NA,"Pro-environment",1763,1,1,0,1,1,1,1,1,"POLADSMSC2S4",NA,NA,NA,NA,NA,NA,NA,NA
"15630",15630,1.92675879,"Republican","Pro-development",1764,1,1,1,1,0,1,0,1,"POLADSMSC2S4",NA,NA,NA,NA,NA,NA,NA,NA
"15631",15631,1.06620955,"Republican","Pro-development",1767,1,1,0,0,1,1,0,1,"POLADSMSC2S4",NA,NA,NA,NA,NA,NA,NA,NA
"15632",15632,0.31107705,NA,"Pro-development",1768,0,1,1,1,0,1,1,1,"POLADSMSC2S4",NA,NA,NA,NA,NA,NA,NA,NA
"15633",15633,1.15854431,NA,"Pro-environment",1769,0,1,0,0,1,0,0,1,"POLADSMSC2S4",NA,NA,NA,NA,NA,NA,NA,NA
"15634",15634,0.18920997,"Republican","Pro-development",1770,0,0,0,0,0,1,1,0,"POLADSMSC2S4",1,0,NA,NA,NA,NA,NA,NA
"15635",15635,0.43119519,NA,"Pro-environment",1773,1,0,1,1,0,1,0,0,"POLADSMSC2S4",4,1,NA,NA,NA,NA,NA,NA
"15636",15636,0.84663762,"Democrat","Pro-environment",1774,1,1,1,1,1,0,0,1,"POLADSMSC2S4",NA,NA,NA,NA,NA,NA,NA,NA
"15637",15637,0.31500802,NA,"Pro-environment",1776,1,1,0,1,0,0,0,1,"POLADSMSC2S4",NA,NA,NA,NA,NA,NA,NA,NA
"15638",15638,1.19546281,"Republican","Pro-environment",1779,0,0,0,1,0,0,0,0,"POLADSMSC2S4",1,0,NA,NA,NA,NA,NA,NA
"15639",15639,0.66889387,NA,"Pro-environment",1787,0,0,0,1,0,1,0,0,"POLADSMSC2S4",1,0,NA,NA,NA,NA,NA,NA
"15640",15640,0.77130757,"Democrat","Pro-environment",1788,1,1,0,1,1,1,1,0,"POLADSMSC2S4",1,0,NA,NA,NA,NA,NA,NA
"15641",15641,0.3183193,NA,"Pro-environment",1800,0,0,1,1,1,0,0,1,"POLADSMSC2S4",NA,NA,NA,NA,NA,NA,NA,NA
"15642",15642,1.50891047,NA,"Pro-environment",1804,0,1,1,0,0,0,0,0,"POLADSMSC2S4",3,0,NA,NA,NA,NA,NA,NA
"15643",15643,3.47232894,"Republican","Pro-development",1805,1,1,0,1,0,0,0,0,"POLADSMSC2S4",3,0,NA,NA,NA,NA,NA,NA
"15644",15644,1.9509416,NA,"Pro-development",1810,1,0,0,1,1,1,1,1,"POLADSMSC2S4",NA,NA,NA,NA,NA,NA,NA,NA
"15645",15645,0.66040389,NA,"Pro-environment",1811,1,1,0,1,1,0,1,0,"POLADSMSC2S4",3,0,NA,NA,NA,NA,NA,NA
"15646",15646,0.3260163,"Republican","Pro-development",1815,0,0,0,1,1,1,0,0,"POLADSMSC2S4",3,0,NA,NA,NA,NA,NA,NA
"15647",15647,0.72993478,NA,"Pro-environment",1822,0,0,0,1,1,0,1,1,"POLADSMSC2S4",NA,NA,NA,NA,NA,NA,NA,NA
"15648",15648,0.50437632,NA,"Pro-development",1829,1,1,0,0,1,0,0,0,"POLADSMSC2S4",1,0,NA,NA,NA,NA,NA,NA
"15649",15649,2.59521202,"Republican","Pro-environment",1838,1,1,0,0,1,0,0,0,"POLADSMSC2S4",3,0,NA,NA,NA,NA,NA,NA
"15650",15650,2.44987486,"Republican","Pro-development",1841,1,1,0,0,0,0,1,1,"POLADSMSC2S4",NA,NA,NA,NA,NA,NA,NA,NA
"15651",15651,0.3533053,NA,"Pro-development",1842,0,0,1,1,1,0,0,0,"POLADSMSC2S4",1,0,NA,NA,NA,NA,NA,NA
"15652",15652,1.03049732,NA,"Pro-environment",1843,0,0,0,1,0,0,0,0,"POLADSMSC2S4",1,0,NA,NA,NA,NA,NA,NA
"15653",15653,1.62295846,NA,"Pro-development",1846,0,1,1,1,1,0,0,1,"POLADSMSC2S4",NA,NA,NA,NA,NA,NA,NA,NA
"15654",15654,1.29037352,NA,"Pro-environment",1849,0,0,0,0,0,0,0,0,"POLADSMSC2S4",1,0,NA,NA,NA,NA,NA,NA
"15655",15655,0.7935419,"Republican","Pro-development",1850,1,0,1,1,1,1,1,0,"POLADSMSC2S4",1,0,NA,NA,NA,NA,NA,NA
"15656",15656,3.93407429,"Democrat","Pro-environment",1854,1,1,0,0,1,0,1,0,"POLADSMSC2S4",2,0,NA,NA,NA,NA,NA,NA
"15657",15657,1.17482823,NA,"Pro-environment",1857,0,1,0,1,1,0,0,0,"POLADSMSC2S4",3,0,NA,NA,NA,NA,NA,NA
"15658",15658,2.42520478,"Republican","Pro-development",1859,0,0,0,0,1,1,0,1,"POLADSMSC2S4",NA,NA,NA,NA,NA,NA,NA,NA
"15659",15659,0.1647275,NA,"Pro-environment",1867,0,0,0,1,1,1,1,0,"POLADSMSC2S4",1,0,NA,NA,NA,NA,NA,NA
"15660",15660,0.86781343,"Democrat","Pro-environment",1870,1,1,0,0,1,0,1,1,"POLADSMSC2S4",NA,NA,NA,NA,NA,NA,NA,NA
"15661",15661,0.53890725,"Republican","Pro-environment",1871,1,0,0,0,1,1,0,1,"POLADSMSC2S4",NA,NA,NA,NA,NA,NA,NA,NA
"15662",15662,0.49125949,"Republican","Pro-environment",1874,1,1,0,0,1,1,0,0,"POLADSMSC2S4",1,0,NA,NA,NA,NA,NA,NA
"15663",15663,0.20273006,NA,"Pro-environment",1876,1,0,1,0,1,0,0,0,"POLADSMSC2S4",2,0,NA,NA,NA,NA,NA,NA
"15664",15664,0.91746715,"Republican","Pro-development",1888,1,1,0,1,0,1,0,1,"POLADSMSC2S4",NA,NA,NA,NA,NA,NA,NA,NA
"15665",15665,0.81602925,"Democrat","Pro-environment",1898,1,1,1,0,1,0,1,0,"POLADSMSC2S4",1,0,NA,NA,NA,NA,NA,NA
"15666",15666,1.78967611,"Republican","Pro-environment",1902,1,1,1,1,1,0,0,1,"POLADSMSC2S4",NA,NA,NA,NA,NA,NA,NA,NA
"15667",15667,1.04303856,NA,"Pro-development",1907,1,1,1,1,1,0,1,0,"POLADSMSC2S4",1,0,NA,NA,NA,NA,NA,NA
"15668",15668,0.71807748,"Democrat","Pro-environment",1914,0,1,1,0,1,0,1,0,"POLADSMSC2S4",1,0,NA,NA,NA,NA,NA,NA
"15669",15669,0.81228006,NA,"Pro-environment",1915,0,0,0,0,0,1,1,0,"POLADSMSC2S4",1,0,NA,NA,NA,NA,NA,NA
"15670",15670,1.84026847,"Republican","Pro-development",1916,0,0,0,0,0,1,0,1,"POLADSMSC2S4",NA,NA,NA,NA,NA,NA,NA,NA
"15671",15671,0.5374675,NA,"Pro-environment",1921,0,0,1,1,1,1,0,0,"POLADSMSC2S4",1,0,NA,NA,NA,NA,NA,NA
"15672",15672,0.82651941,NA,"Pro-environment",1924,1,0,0,0,1,1,1,1,"POLADSMSC2S4",NA,NA,NA,NA,NA,NA,NA,NA
"15673",15673,0.79614234,NA,"Pro-environment",1928,0,1,1,0,0,0,1,0,"POLADSMSC2S4",1,0,NA,NA,NA,NA,NA,NA
"15674",15674,1.29522875,NA,"Pro-environment",1929,NA,0,1,1,1,0,0,1,"POLADSMSC2S4",NA,NA,NA,NA,NA,NA,NA,NA
"15675",15675,0.90240096,"Republican","Pro-development",1930,0,0,1,0,0,0,1,0,"POLADSMSC2S4",1,0,NA,NA,NA,NA,NA,NA
"15676",15676,1.14467674,"Republican","Pro-environment",1931,NA,0,1,1,1,0,0,1,"POLADSMSC2S4",NA,NA,NA,NA,NA,NA,NA,NA
"15677",15677,0.66782273,"Republican","Pro-development",1932,0,1,1,1,0,0,1,0,"POLADSMSC2S4",3,0,NA,NA,NA,NA,NA,NA
"15678",15678,1.15453932,NA,"Pro-environment",1934,1,0,0,0,1,0,0,0,"POLADSMSC2S4",1,0,NA,NA,NA,NA,NA,NA
"15679",15679,0.37039819,NA,"Pro-environment",1935,0,1,0,0,0,0,0,1,"POLADSMSC2S4",NA,NA,NA,NA,NA,NA,NA,NA
"15680",15680,0.19221434,NA,"Pro-environment",1939,1,1,0,0,0,1,1,1,"POLADSMSC2S4",NA,NA,NA,NA,NA,NA,NA,NA
"15681",15681,1.31300725,NA,"Pro-development",1940,0,1,0,0,0,0,1,0,"POLADSMSC2S4",3,0,NA,NA,NA,NA,NA,NA
"15682",15682,0.55955476,"Democrat","Pro-environment",1944,0,0,1,1,0,1,0,1,"POLADSMSC2S4",NA,NA,NA,NA,NA,NA,NA,NA
"15683",15683,0.70197915,"Republican","Pro-environment",1945,0,1,1,1,0,1,1,1,"POLADSMSC2S4",NA,NA,NA,NA,NA,NA,NA,NA
"15684",15684,1.52356852,NA,"Pro-environment",1954,1,1,0,0,0,1,1,0,"POLADSMSC2S4",1,0,NA,NA,NA,NA,NA,NA
"15685",15685,0.24330482,"Republican","Pro-environment",1955,0,0,1,1,1,1,0,0,"POLADSMSC2S4",1,0,NA,NA,NA,NA,NA,NA
"15686",15686,0.64991379,"Democrat","Pro-environment",1958,1,0,1,0,1,0,1,0,"POLADSMSC2S4",2,0,NA,NA,NA,NA,NA,NA
"15687",15687,0.2446897,"Democrat","Pro-environment",1961,0,1,1,0,1,1,1,0,"POLADSMSC2S4",2,0,NA,NA,NA,NA,NA,NA
"15688",15688,0.617152,NA,"Pro-environment",1965,1,1,1,1,1,0,1,0,"POLADSMSC2S4",1,0,NA,NA,NA,NA,NA,NA
"15689",15689,1.56057318,"Democrat","Pro-development",1967,1,1,1,1,0,1,0,1,"POLADSMSC2S4",NA,NA,NA,NA,NA,NA,NA,NA
"15690",15690,0.24425387,NA,"Pro-environment",1968,1,1,0,1,0,1,0,1,"POLADSMSC2S4",NA,NA,NA,NA,NA,NA,NA,NA
"15691",15691,0.32382199,"Republican","Pro-development",1970,1,1,0,1,1,1,1,1,"POLADSMSC2S4",NA,NA,NA,NA,NA,NA,NA,NA
"15692",15692,0.29175561,NA,"Pro-environment",1971,1,1,1,0,1,0,0,1,"POLADSMSC2S4",NA,NA,NA,NA,NA,NA,NA,NA
"15693",15693,0.37301311,NA,"Pro-environment",1972,1,1,0,0,0,1,1,0,"POLADSMSC2S4",1,0,NA,NA,NA,NA,NA,NA
"15694",15694,2.55079914,NA,"Pro-environment",1980,0,0,1,0,1,1,0,1,"POLADSMSC2S4",NA,NA,NA,NA,NA,NA,NA,NA
"15695",15695,0.71481435,"Republican","Pro-development",1987,0,0,0,0,0,0,1,0,"POLADSMSC2S4",3,0,NA,NA,NA,NA,NA,NA
"15696",15696,0.20081093,"Republican","Pro-environment",1994,1,1,0,0,1,1,0,1,"POLADSMSC2S4",NA,NA,NA,NA,NA,NA,NA,NA
"15697",15697,0.25295244,NA,"Pro-environment",1997,0,1,1,1,0,1,1,1,"POLADSMSC2S4",NA,NA,NA,NA,NA,NA,NA,NA
"15698",15698,2.5097106,"Republican","Pro-development",2000,0,1,1,0,0,0,0,1,"POLADSMSC2S4",NA,NA,NA,NA,NA,NA,NA,NA
"15699",15699,3.75380609,"Republican",NA,2003,NA,0,1,1,1,0,1,1,"POLADSMSC2S4",NA,NA,NA,NA,NA,NA,NA,NA
"15700",15700,0.13555898,"Republican","Pro-development",2008,1,0,1,0,0,0,1,0,"POLADSMSC2S4",1,0,NA,NA,NA,NA,NA,NA
"15701",15701,0.26184268,"Republican","Pro-development",2011,1,1,1,1,0,1,0,0,"POLADSMSC2S4",2,0,NA,NA,NA,NA,NA,NA
"15702",15702,0.82908348,NA,"Pro-development",2012,0,1,1,1,0,0,0,1,"POLADSMSC2S4",NA,NA,NA,NA,NA,NA,NA,NA
"15703",15703,1.96694087,"Republican","Pro-development",2013,NA,0,1,1,1,0,0,1,"POLADSMSC2S4",NA,NA,NA,NA,NA,NA,NA,NA
"15704",15704,2.15585927,NA,"Pro-environment",2019,1,0,1,1,0,1,0,1,"POLADSMSC2S4",NA,NA,NA,NA,NA,NA,NA,NA
"15705",15705,1.21408207,NA,"Pro-environment",2022,1,0,0,1,0,0,1,0,"POLADSMSC2S4",1,0,NA,NA,NA,NA,NA,NA
"15706",15706,0.19837366,NA,"Pro-environment",2026,0,0,1,1,1,1,1,0,"POLADSMSC2S4",1,0,NA,NA,NA,NA,NA,NA
"15707",15707,1.00961748,"Republican","Pro-environment",2028,0,1,0,1,1,1,0,1,"POLADSMSC2S4",NA,NA,NA,NA,NA,NA,NA,NA
"15708",15708,0.99640616,NA,"Pro-development",2033,1,0,1,0,1,0,0,1,"POLADSMSC2S4",NA,NA,NA,NA,NA,NA,NA,NA
"15709",15709,0.76834041,"Republican","Pro-environment",2037,0,1,1,0,0,1,0,1,"POLADSMSC2S4",NA,NA,NA,NA,NA,NA,NA,NA
"15710",15710,0.35260112,NA,"Pro-development",2039,0,0,0,1,1,1,1,1,"POLADSMSC2S4",NA,NA,NA,NA,NA,NA,NA,NA
"15711",15711,0.70322851,NA,"Pro-development",2040,0,0,0,0,1,1,0,1,"POLADSMSC2S4",NA,NA,NA,NA,NA,NA,NA,NA
"15712",15712,0.7558042,NA,"Pro-environment",2041,1,0,1,1,0,1,0,0,"POLADSMSC2S4",3,0,NA,NA,NA,NA,NA,NA
"15713",15713,0.66181834,NA,"Pro-environment",2046,0,0,0,0,0,1,0,1,"POLADSMSC2S4",NA,NA,NA,NA,NA,NA,NA,NA
"15714",15714,0.79551447,NA,"Pro-environment",2047,0,1,1,1,1,0,1,1,"POLADSMSC2S4",NA,NA,NA,NA,NA,NA,NA,NA
"15715",15715,0.20145602,"Republican","Pro-environment",2058,0,0,1,1,1,1,1,0,"POLADSMSC2S4",1,0,NA,NA,NA,NA,NA,NA
"15716",15716,0.54200769,NA,"Pro-environment",2060,0,0,0,0,1,0,0,1,"POLADSMSC2S4",NA,NA,NA,NA,NA,NA,NA,NA
"15717",15717,2.29146879,NA,"Pro-environment",2062,0,0,1,1,0,0,1,1,"POLADSMSC2S4",NA,NA,NA,NA,NA,NA,NA,NA
"15718",15718,0.90895233,NA,"Pro-environment",2066,1,1,0,0,1,0,1,1,"POLADSMSC2S4",NA,NA,NA,NA,NA,NA,NA,NA
"15719",15719,2.1074496,"Republican",NA,2070,NA,0,1,1,1,0,0,1,"POLADSMSC2S4",NA,NA,NA,NA,NA,NA,NA,NA
"15720",15720,0.13176215,"Democrat","Pro-development",2072,0,1,0,1,0,1,0,1,"POLADSMSC2S4",NA,NA,NA,NA,NA,NA,NA,NA
"15721",15721,0.52126919,"Republican","Pro-environment",2077,0,0,1,0,1,1,0,0,"POLADSMSC2S4",3,0,NA,NA,NA,NA,NA,NA
"15722",15722,0.74950098,"Republican","Pro-development",2083,0,0,0,1,1,1,0,0,"POLADSMSC2S4",1,0,NA,NA,NA,NA,NA,NA
"15723",15723,0.66809915,"Republican","Pro-environment",2086,0,0,0,0,1,1,1,1,"POLADSMSC2S4",NA,NA,NA,NA,NA,NA,NA,NA
"15724",15724,0.15227512,NA,"Pro-development",2087,0,1,1,1,1,0,1,1,"POLADSMSC2S4",NA,NA,NA,NA,NA,NA,NA,NA
"15725",15725,2.44047304,"Democrat","Pro-environment",2093,1,1,1,1,1,1,0,1,"POLADSMSC2S4",NA,NA,NA,NA,NA,NA,NA,NA
"15726",15726,0.28749147,"Democrat","Pro-environment",2097,1,0,1,1,0,1,1,0,"POLADSMSC2S4",1,0,NA,NA,NA,NA,NA,NA
"15727",15727,0.9043472,NA,"Pro-development",2099,1,1,0,0,1,0,0,0,"POLADSMSC2S4",1,0,NA,NA,NA,NA,NA,NA
"15728",15728,0.62108425,NA,"Pro-development",2100,0,0,0,1,0,1,0,1,"POLADSMSC2S4",NA,NA,NA,NA,NA,NA,NA,NA
"15729",15729,1.70698928,"Republican","Pro-development",2101,0,0,0,1,0,0,0,0,"POLADSMSC2S4",2,0,NA,NA,NA,NA,NA,NA
"15730",15730,0.8048209,NA,"Pro-development",2103,0,1,0,0,0,1,1,0,"POLADSMSC2S4",1,0,NA,NA,NA,NA,NA,NA
"15731",15731,1.4816381,"Republican","Pro-environment",2110,1,1,0,1,0,0,0,0,"POLADSMSC2S4",1,0,NA,NA,NA,NA,NA,NA
"15732",15732,0.50799709,NA,"Pro-environment",2115,NA,0,1,1,1,0,0,1,"POLADSMSC2S4",NA,NA,NA,NA,NA,NA,NA,NA
"15733",15733,1.24176895,NA,"Pro-environment",2117,0,1,0,0,1,1,1,1,"POLADSMSC2S4",NA,NA,NA,NA,NA,NA,NA,NA
"15734",15734,1.89045884,NA,"Pro-environment",2122,1,1,0,0,1,0,0,0,"POLADSMSC2S4",1,0,NA,NA,NA,NA,NA,NA
"15735",15735,0.6431853,"Democrat","Pro-development",2123,0,0,0,0,0,0,0,0,"POLADSMSC2S4",2,0,NA,NA,NA,NA,NA,NA
"15736",15736,2.49987958,NA,"Pro-environment",2125,0,1,0,1,1,1,0,1,"POLADSMSC2S4",NA,NA,NA,NA,NA,NA,NA,NA
"15737",15737,0.11768855,NA,"Pro-environment",2127,0,1,1,0,0,1,1,1,"POLADSMSC2S4",NA,NA,NA,NA,NA,NA,NA,NA
"15738",15738,0.72496581,NA,"Pro-environment",2133,1,0,1,1,0,0,0,1,"POLADSMSC2S4",NA,NA,NA,NA,NA,NA,NA,NA
"15739",15739,2.1257247,"Republican","Pro-environment",2138,NA,0,1,1,1,0,0,1,"POLADSMSC2S4",NA,NA,NA,NA,NA,NA,NA,NA
"15740",15740,0.31335381,"Republican","Pro-environment",2147,0,0,0,1,0,1,1,1,"POLADSMSC2S4",NA,NA,NA,NA,NA,NA,NA,NA
"15741",15741,0.64787587,"Republican","Pro-environment",2148,0,1,1,1,1,1,1,0,"POLADSMSC2S4",1,0,NA,NA,NA,NA,NA,NA
"15742",15742,0.43076963,NA,"Pro-environment",2150,0,1,0,0,0,0,0,1,"POLADSMSC2S4",NA,NA,NA,NA,NA,NA,NA,NA
"15743",15743,0.66655189,NA,"Pro-environment",2154,0,0,1,0,0,1,0,1,"POLADSMSC2S4",NA,NA,NA,NA,NA,NA,NA,NA
"15744",15744,0.32870867,"Republican","Pro-environment",2156,NA,0,1,1,1,0,0,1,"POLADSMSC2S4",NA,NA,NA,NA,NA,NA,NA,NA
"15745",15745,0.50648617,NA,"Pro-development",2160,NA,0,1,1,1,0,0,1,"POLADSMSC2S4",NA,NA,NA,NA,NA,NA,NA,NA
"15746",15746,0.97715839,"Democrat","Pro-environment",2171,0,0,0,1,0,1,0,0,"POLADSMSC2S4",1,0,NA,NA,NA,NA,NA,NA
"15747",15747,0.6083881,NA,"Pro-environment",2173,0,1,1,1,1,0,1,1,"POLADSMSC2S4",NA,NA,NA,NA,NA,NA,NA,NA
"15748",15748,0.56350189,"Republican","Pro-development",2178,1,1,0,0,1,0,0,0,"POLADSMSC2S4",2,0,NA,NA,NA,NA,NA,NA
"15749",15749,1.86240879,"Republican","Pro-development",2179,1,0,0,0,1,0,1,0,"POLADSMSC2S4",1,0,NA,NA,NA,NA,NA,NA
"15750",15750,0.31197348,"Republican","Pro-development",2184,1,1,1,0,1,0,1,1,"POLADSMSC2S4",NA,NA,NA,NA,NA,NA,NA,NA
"15751",15751,0.42200152,"Republican","Pro-environment",2185,1,1,1,0,0,0,0,0,"POLADSMSC2S4",2,0,NA,NA,NA,NA,NA,NA
"15752",15752,0.15825417,"Republican","Pro-environment",2189,NA,0,1,1,1,0,0,1,"POLADSMSC2S4",NA,NA,NA,NA,NA,NA,NA,NA
"15753",15753,0.28463215,"Republican","Pro-environment",2192,1,0,1,0,0,1,1,1,"POLADSMSC2S4",NA,NA,NA,NA,NA,NA,NA,NA
"15754",15754,0.6930443,"Republican","Pro-environment",2194,0,1,0,1,1,0,0,0,"POLADSMSC2S4",4,1,NA,NA,NA,NA,NA,NA
